origin,season,color_name,size,adventurous,application,print,nivel,grupo
MAINSTREAM,8,brown_light,S,one,freetime,smooth,2,jersey
MAINSTREAM,8,brown_light,XL,one,freetime,smooth,2,jersey
MAINSTREAM,8,brown_light,XS,one,freetime,smooth,2,jersey
MAINSTREAM,9,blue_klein,L,one,freetime,smooth,2,jersey
MAINSTREAM,9,blue_klein,M,one,freetime,smooth,2,jersey
MAINSTREAM,9,blue_klein,S,one,freetime,smooth,2,jersey
MAINSTREAM,9,blue_klein,XL,one,freetime,smooth,2,jersey
MAINSTREAM,9,blue_klein,XS,one,freetime,smooth,2,jersey
WHOLE_SALE,7,black,M,one,freetime,smooth,2,jersey
WHOLE_SALE,7,blue_klein,M,one,freetime,smooth,2,jersey
WHOLE_SALE,7,blue_klein,S,one,freetime,smooth,2,jersey
WHOLE_SALE,7,gray_light,M,one,freetime,smooth,2,jersey
WHOLE_SALE,7,gray_light,S,one,freetime,smooth,2,jersey
WHOLE_SALE,7,mustand,M,one,freetime,smooth,2,jersey
WHOLE_SALE,7,mustand,S,one,freetime,smooth,2,jersey
WHOLE_SALE,7,red,M,one,freetime,smooth,2,jersey
WHOLE_SALE,7,red,S,one,freetime,smooth,2,jersey
WHOLE_SALE,7,white,M,one,freetime,smooth,2,jersey
WHOLE_SALE,7,white,S,one,freetime,smooth,2,jersey
MAINSTREAM,8,blue,XXL,two,freetime,smooth,2,jersey
MAINSTREAM,8,crimson,L,two,freetime,smooth,2,jersey
MAINSTREAM,8,crimson,M,two,freetime,smooth,2,jersey
MAINSTREAM,8,crimson,S,two,freetime,smooth,2,jersey
MAINSTREAM,8,crimson,XL,two,freetime,smooth,2,jersey
MAINSTREAM,8,crimson,XS,two,freetime,smooth,2,jersey
MAINSTREAM,8,crimson,XXL,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,black,XL,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,blue_dark,L,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,blue_dark,M,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,blue_dark,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,blue_dark,XL,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,blue_dark,XS,two,freetime,smooth,2,jersey
MAINSTREAM,7,blue_klein,L,two,freetime,smooth,2,jersey
MAINSTREAM,7,blue_klein,M,two,freetime,smooth,2,jersey
MAINSTREAM,7,blue_klein,S,two,freetime,smooth,2,jersey
MAINSTREAM,7,blue_klein,XL,two,freetime,smooth,2,jersey
MAINSTREAM,7,blue_klein,XS,two,freetime,smooth,2,jersey
MAINSTREAM,7,gray_light,L,two,freetime,smooth,2,jersey
MAINSTREAM,7,gray_light,M,two,freetime,smooth,2,jersey
MAINSTREAM,7,gray_light,S,two,freetime,smooth,2,jersey
MAINSTREAM,7,gray_light,XL,two,freetime,smooth,2,jersey
MAINSTREAM,7,gray_light,XS,two,freetime,smooth,2,jersey
MAINSTREAM,7,salmon,L,two,freetime,smooth,2,jersey
MAINSTREAM,7,salmon,M,two,freetime,smooth,2,jersey
MAINSTREAM,7,salmon,S,two,freetime,smooth,2,jersey
MAINSTREAM,7,salmon,XL,two,freetime,smooth,2,jersey
MAINSTREAM,7,salmon,XS,two,freetime,smooth,2,jersey
MAINSTREAM,8,blue_turquoise,L,two,freetime,smooth,2,jersey
MAINSTREAM,8,blue_turquoise,M,two,freetime,smooth,2,jersey
MAINSTREAM,8,blue_turquoise,S,two,freetime,smooth,2,jersey
MAINSTREAM,8,blue_turquoise,XL,two,freetime,smooth,2,jersey
MAINSTREAM,8,blue_turquoise,XS,two,freetime,smooth,2,jersey
MAINSTREAM,9,blue_klein,L,two,freetime,smooth,2,jersey
MAINSTREAM,9,blue_klein,M,two,freetime,smooth,2,jersey
MAINSTREAM,9,blue_klein,S,two,freetime,smooth,2,jersey
MAINSTREAM,9,blue_klein,XL,two,freetime,smooth,2,jersey
MAINSTREAM,9,blue_klein,XS,two,freetime,smooth,2,jersey
MAINSTREAM,9,blue_light,L,two,freetime,smooth,2,jersey
MAINSTREAM,9,blue_light,M,two,freetime,smooth,2,jersey
MAINSTREAM,9,blue_light,S,two,freetime,smooth,2,jersey
MAINSTREAM,9,blue_light,XL,two,freetime,smooth,2,jersey
MAINSTREAM,9,blue_light,XS,two,freetime,smooth,2,jersey
MAINSTREAM,9,brown_light,XL,two,freetime,smooth,2,jersey
MAINSTREAM,9,coral,L,two,freetime,smooth,2,jersey
MAINSTREAM,9,coral,M,two,freetime,smooth,2,jersey
MAINSTREAM,9,coral,S,two,freetime,smooth,2,jersey
MAINSTREAM,9,coral,XL,two,freetime,smooth,2,jersey
MAINSTREAM,9,coral,XS,two,freetime,smooth,2,jersey
MAINSTREAM,9,gray_light,L,two,freetime,smooth,2,jersey
MAINSTREAM,9,gray_light,M,two,freetime,smooth,2,jersey
MAINSTREAM,9,gray_light,S,two,freetime,smooth,2,jersey
MAINSTREAM,9,gray_light,XL,two,freetime,smooth,2,jersey
MAINSTREAM,9,gray_light,XS,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,nude,M,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,nude,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,nude,XS,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,beige,M,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,beige,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,beige,XS,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,blue_light,M,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,blue_light,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,blue_light,XS,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,orange,M,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,orange,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,orange,XS,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,purple,M,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,purple,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,8,purple,XS,two,freetime,smooth,2,jersey
NO_MAINSTREAM,9,aubergine,M,two,freetime,smooth,2,jersey
NO_MAINSTREAM,9,aubergine,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,9,aubergine,XS,two,freetime,smooth,2,jersey
NO_MAINSTREAM,9,blue_light,M,two,freetime,smooth,2,jersey
NO_MAINSTREAM,9,blue_light,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,9,blue_light,XS,two,freetime,smooth,2,jersey
NO_MAINSTREAM,9,crimson,M,two,freetime,smooth,2,jersey
NO_MAINSTREAM,9,crimson,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,9,crimson,XS,two,freetime,smooth,2,jersey
NO_MAINSTREAM,9,green,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,9,green,XS,two,freetime,smooth,2,jersey
MAINSTREAM,7,blue_dark,L,three,work,horizontal_stripes,2,jersey
MAINSTREAM,7,blue_dark,M,three,work,horizontal_stripes,2,jersey
MAINSTREAM,7,blue_dark,S,three,work,horizontal_stripes,2,jersey
MAINSTREAM,7,blue_dark,XL,three,work,horizontal_stripes,2,jersey
MAINSTREAM,7,white,L,three,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,white,M,three,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,white,S,three,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,white,XL,three,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,white,XS,three,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,ecru,L,three,freetime,vertical_stripes,2,jersey
MAINSTREAM,7,ecru,M,three,freetime,vertical_stripes,2,jersey
MAINSTREAM,7,ecru,S,three,freetime,vertical_stripes,2,jersey
MAINSTREAM,7,ecru,XL,three,freetime,vertical_stripes,2,jersey
MAINSTREAM,7,ecru,XS,three,freetime,vertical_stripes,2,jersey
MAINSTREAM,7,green,L,four,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,green,M,four,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,green,S,four,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,green,XS,four,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,mustand,L,four,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,mustand,M,four,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,mustand,S,four,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,mustand,XS,four,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,red,L,three,freetime,smooth,2,jersey
MAINSTREAM,7,red,M,three,freetime,smooth,2,jersey
MAINSTREAM,7,red,S,three,freetime,smooth,2,jersey
MAINSTREAM,7,red,XS,three,freetime,smooth,2,jersey
MAINSTREAM,7,blue_dark,L,one,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,blue_dark,M,one,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,blue_dark,S,one,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,blue_dark,XL,one,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,blue_dark,XS,one,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,white,L,one,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,white,M,one,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,white,S,one,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,white,XL,one,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,white,XS,one,freetime,horizontal_stripes,2,jersey
PREMIUM,7,blue_klein,M,three,freetime,smooth,2,jersey
PREMIUM,7,blue_klein,S,three,freetime,smooth,2,jersey
PREMIUM,7,blue_klein,XS,three,freetime,smooth,2,jersey
PREMIUM,7,blue_light,M,three,freetime,smooth,2,jersey
PREMIUM,7,blue_light,S,three,freetime,smooth,2,jersey
PREMIUM,7,blue_light,XS,three,freetime,smooth,2,jersey
PREMIUM,7,blue_light,M,four,freetime,smooth,2,jersey
PREMIUM,7,blue_light,S,four,freetime,smooth,2,jersey
PREMIUM,7,blue_light,XS,four,freetime,smooth,2,jersey
PREMIUM,7,blue_light,M,four,work,smooth,2,jersey
PREMIUM,7,blue_light,S,four,work,smooth,2,jersey
PREMIUM,7,blue_light,XS,four,work,smooth,2,jersey
MAINSTREAM,7,pink,S,three,freetime,horizontal_stripes,2,jersey
MAINSTREAM,7,pink,XS,three,freetime,horizontal_stripes,2,jersey
NO_MAINSTREAM,7,green_light,L,three,freetime,smooth,2,jersey
NO_MAINSTREAM,7,green_light,M,three,freetime,smooth,2,jersey
NO_MAINSTREAM,7,green_light,S,three,freetime,smooth,2,jersey
NO_MAINSTREAM,7,green_light,XL,three,freetime,smooth,2,jersey
NO_MAINSTREAM,7,green_light,XS,three,freetime,smooth,2,jersey
MAINSTREAM,8,blue_turquoise,L,three,freetime,smooth,2,jersey
MAINSTREAM,8,blue_turquoise,M,three,freetime,smooth,2,jersey
MAINSTREAM,8,blue_turquoise,S,three,freetime,smooth,2,jersey
MAINSTREAM,8,blue_turquoise,XL,three,freetime,smooth,2,jersey
MAINSTREAM,8,blue_turquoise,XS,three,freetime,smooth,2,jersey
NO_MAINSTREAM,7,khaki,L,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,khaki,M,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,khaki,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,khaki,XL,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,khaki,XS,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,rust,L,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,rust,M,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,rust,S,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,rust,XL,two,freetime,smooth,2,jersey
NO_MAINSTREAM,7,rust,XS,two,freetime,smooth,2,jersey
WHOLE_SALE,8,black,L,three,freetime,sheets,3,chaqueta
WHOLE_SALE,8,black,M,three,freetime,sheets,3,chaqueta
WHOLE_SALE,8,black,S,three,freetime,sheets,3,chaqueta
WHOLE_SALE,8,blue_dark,L,three,freetime,sheets,3,chaqueta
WHOLE_SALE,8,blue_dark,M,three,freetime,sheets,3,chaqueta
WHOLE_SALE,8,blue_dark,S,three,freetime,sheets,3,chaqueta
WHOLE_SALE,8,green_dark,L,three,freetime,sheets,3,chaqueta
WHOLE_SALE,8,green_dark,M,three,freetime,sheets,3,chaqueta
WHOLE_SALE,8,green_dark,S,three,freetime,sheets,3,chaqueta
WHOLE_SALE,8,black,L,two,work,smooth,3,chaqueta
WHOLE_SALE,8,black,M,two,work,smooth,3,chaqueta
WHOLE_SALE,8,black,S,two,work,smooth,3,chaqueta
MAINSTREAM,8,black,X4XL,three,freetime,smooth,3,chaqueta
MAINSTREAM,8,black,XL,three,freetime,smooth,3,chaqueta
MAINSTREAM,8,black,XXL,three,freetime,smooth,3,chaqueta
MAINSTREAM,8,black,XXXL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,black,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,black,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,black,S,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,black,XL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,blue_dark,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,blue_dark,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,blue_dark,S,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,blue_dark,XL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,khaki,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,khaki,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,khaki,S,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,khaki,XL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,khaki,XXL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,blue_dark,L,three,freetime,floral,3,chaqueta
WHOLE_SALE,8,blue_dark,M,three,freetime,floral,3,chaqueta
WHOLE_SALE,8,blue_dark,S,three,freetime,floral,3,chaqueta
MAINSTREAM,8,black,XL,four,freetime,smooth,3,chaqueta
MAINSTREAM,8,black,XXL,four,freetime,smooth,3,chaqueta
WHOLE_SALE,8,black,L,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,black,M,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,black,S,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,black,XL,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,black,XS,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,blue_dark,L,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,blue_dark,M,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,blue_dark,S,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,blue_dark,XL,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,blue_dark,XS,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,brown,L,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,brown,M,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,brown,S,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,brown,XL,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,brown,XS,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,green_dark,L,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,green_dark,M,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,green_dark,S,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,green_dark,XL,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,green_dark,XS,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,camel,L,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,camel,M,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,camel,S,two,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,black,L,three,freetime,sheets,3,chaqueta
OWN_PRODUCTION,9,black,X4XL,three,freetime,sheets,3,chaqueta
OWN_PRODUCTION,9,black,XL,three,freetime,sheets,3,chaqueta
OWN_PRODUCTION,9,black,XXL,three,freetime,sheets,3,chaqueta
OWN_PRODUCTION,9,black,XXXL,three,freetime,sheets,3,chaqueta
OWN_PRODUCTION,9,ecru,L,two,freetime,printed,3,chaqueta
OWN_PRODUCTION,9,ecru,X4XL,two,freetime,printed,3,chaqueta
OWN_PRODUCTION,9,ecru,XL,two,freetime,printed,3,chaqueta
OWN_PRODUCTION,9,ecru,XXL,two,freetime,printed,3,chaqueta
OWN_PRODUCTION,9,ecru,XXXL,two,freetime,printed,3,chaqueta
WHOLE_SALE,8,black,XXL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,brown,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,brown,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,brown,S,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,brown,XL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,brown,XXL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,camel,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,camel,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,camel,S,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,camel,XL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,camel,XXL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,garnet,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,garnet,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,garnet,S,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,garnet,XL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,garnet,XXL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,green_dark,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,green_dark,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,green_dark,S,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,green_dark,XL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,green_dark,XXL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,grey_dark,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,grey_dark,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,grey_dark,S,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,grey_dark,XL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,grey_dark,XXL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,blue_dark,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,blue_dark,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,blue_dark,S,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,blue_dark,XL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,blue_dark,XXL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,rust,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,rust,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,rust,S,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,rust,XL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,rust,XXL,three,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,blue_dark,L,three,freetime,floral,3,chaqueta
OWN_PRODUCTION,9,blue_dark,X4XL,three,freetime,floral,3,chaqueta
OWN_PRODUCTION,9,blue_dark,XL,three,freetime,floral,3,chaqueta
OWN_PRODUCTION,9,blue_dark,XXL,three,freetime,floral,3,chaqueta
OWN_PRODUCTION,9,blue_dark,XXXL,three,freetime,floral,3,chaqueta
OWN_PRODUCTION,9,blue_turquoise,L,four,freetime,animal_print,3,chaqueta
OWN_PRODUCTION,9,blue_turquoise,X4XL,four,freetime,animal_print,3,chaqueta
OWN_PRODUCTION,9,blue_turquoise,XL,four,freetime,animal_print,3,chaqueta
OWN_PRODUCTION,9,blue_turquoise,XXL,four,freetime,animal_print,3,chaqueta
OWN_PRODUCTION,9,blue_turquoise,XXXL,four,freetime,animal_print,3,chaqueta
OWN_PRODUCTION,9,ecru,L,two,freetime,sheets,3,chaqueta
OWN_PRODUCTION,9,ecru,X4XL,two,freetime,sheets,3,chaqueta
OWN_PRODUCTION,9,ecru,XL,two,freetime,sheets,3,chaqueta
OWN_PRODUCTION,9,ecru,XXL,two,freetime,sheets,3,chaqueta
OWN_PRODUCTION,9,ecru,XXXL,two,freetime,sheets,3,chaqueta
PREMIUM,9,garnet,L,three,work,checked,3,chaqueta
PREMIUM,9,garnet,M,three,work,checked,3,chaqueta
PREMIUM,9,garnet,S,three,work,checked,3,chaqueta
PREMIUM,9,garnet,XL,three,work,checked,3,chaqueta
WHOLE_SALE,8,black,L,three,freetime,animal_print,3,chaqueta
WHOLE_SALE,8,black,M,three,freetime,animal_print,3,chaqueta
WHOLE_SALE,8,black,S,three,freetime,animal_print,3,chaqueta
MAINSTREAM,9,black,L,three,freetime,smooth,3,chaqueta
MAINSTREAM,9,black,M,three,freetime,smooth,3,chaqueta
MAINSTREAM,9,black,S,three,freetime,smooth,3,chaqueta
MAINSTREAM,9,black,XL,three,freetime,smooth,3,chaqueta
MAINSTREAM,9,black,XS,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,red,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,red,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,8,red,S,three,freetime,smooth,3,chaqueta
NO_MAINSTREAM,9,black,L,two,freetime,smooth,3,chaqueta
NO_MAINSTREAM,9,black,M,two,freetime,smooth,3,chaqueta
NO_MAINSTREAM,9,black,S,two,freetime,smooth,3,chaqueta
WHOLE_SALE,8,blue,L,three,freetime,checked,3,chaqueta
WHOLE_SALE,8,blue,M,three,freetime,checked,3,chaqueta
WHOLE_SALE,8,blue,S,three,freetime,checked,3,chaqueta
WHOLE_SALE,8,blue,XL,three,freetime,checked,3,chaqueta
WHOLE_SALE,8,garnet,L,three,freetime,checked,3,chaqueta
WHOLE_SALE,8,garnet,M,three,freetime,checked,3,chaqueta
WHOLE_SALE,8,garnet,S,three,freetime,checked,3,chaqueta
WHOLE_SALE,8,garnet,XL,three,freetime,checked,3,chaqueta
WHOLE_SALE,9,green_dark,L,three,freetime,retro,3,chaqueta
WHOLE_SALE,9,green_dark,M,three,freetime,retro,3,chaqueta
WHOLE_SALE,9,green_dark,S,three,freetime,retro,3,chaqueta
WHOLE_SALE,9,orange,L,three,freetime,retro,3,chaqueta
WHOLE_SALE,9,orange,M,three,freetime,retro,3,chaqueta
WHOLE_SALE,9,orange,S,three,freetime,retro,3,chaqueta
MAINSTREAM,9,ecru,L,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,ecru,M,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,ecru,S,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,ecru,XL,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,ecru,XS,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,khaki,L,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,khaki,M,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,khaki,S,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,khaki,XL,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,khaki,XS,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,beige,L,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,beige,M,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,beige,S,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,beige,XL,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,beige,XS,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,blue_dark,L,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,blue_dark,M,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,blue_dark,S,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,blue_dark,XL,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,blue_dark,XS,two,freetime,smooth,3,chaqueta
WHOLE_SALE,9,grey_dark,L,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,grey_dark,M,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,grey_dark,S,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,grey_dark,XL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,grey_dark,XXL,three,freetime,smooth,3,chaqueta
WHOLE_SALE,9,blue_dark,L,three,freetime,floral,3,chaqueta
WHOLE_SALE,9,blue_dark,M,three,freetime,floral,3,chaqueta
WHOLE_SALE,9,blue_dark,S,three,freetime,floral,3,chaqueta
WHOLE_SALE,9,blue_dark,XL,three,freetime,floral,3,chaqueta
WHOLE_SALE,9,blue_dark,XXL,three,freetime,floral,3,chaqueta
WHOLE_SALE,9,brown_light,L,four,night,smooth,3,chaqueta
WHOLE_SALE,9,brown_light,M,four,night,smooth,3,chaqueta
WHOLE_SALE,9,brown_light,S,four,night,smooth,3,chaqueta
WHOLE_SALE,9,purple,L,four,night,smooth,3,chaqueta
WHOLE_SALE,9,purple,M,four,night,smooth,3,chaqueta
WHOLE_SALE,9,purple,S,four,night,smooth,3,chaqueta
OWN_PRODUCTION,9,black,L,three,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,black,M,three,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,black,S,three,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,black,XL,three,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,black,XS,three,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,brick,L,three,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,brick,M,three,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,brick,S,three,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,brick,XL,three,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,brick,XS,three,freetime,smooth,3,chaqueta
OWN_PRODUCTION,9,camel,L,four,freetime,two_tone,3,chaqueta
OWN_PRODUCTION,9,camel,M,four,freetime,two_tone,3,chaqueta
OWN_PRODUCTION,9,camel,S,four,freetime,two_tone,3,chaqueta
OWN_PRODUCTION,9,camel,XL,four,freetime,two_tone,3,chaqueta
OWN_PRODUCTION,9,camel,XS,four,freetime,two_tone,3,chaqueta
MAINSTREAM,9,blue,L,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,blue,M,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,blue,S,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,blue,XL,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,blue,XS,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,blue,XXL,two,freetime,smooth,3,chaqueta
MAINSTREAM,9,blue,XXXL,two,freetime,smooth,3,chaqueta
WHOLE_SALE,9,khaki,L,two,freetime,miniprint,3,chaqueta
WHOLE_SALE,9,khaki,M,two,freetime,miniprint,3,chaqueta
WHOLE_SALE,9,khaki,S,two,freetime,miniprint,3,chaqueta
WHOLE_SALE,9,blue_dark,L,three,freetime,tropical,3,chaqueta
WHOLE_SALE,9,blue_dark,M,three,freetime,tropical,3,chaqueta
WHOLE_SALE,9,blue_dark,S,three,freetime,tropical,3,chaqueta
WHOLE_SALE,9,green_dark,L,three,freetime,tropical,3,chaqueta
WHOLE_SALE,9,green_dark,M,three,freetime,tropical,3,chaqueta
WHOLE_SALE,9,green_dark,S,three,freetime,tropical,3,chaqueta
MAINSTREAM,9,gray_light,L,two,freetime,smooth,3,chaqueta
